id,title,genre,language,release_date,budget,revenue,rating,vote_count
11683,Land of the Dead,Horror,en,2005-06-18,15000000,47074133,6.183,1357
14008,Cadet Kelly,Family,en,2005-08-17,0,0,6.18,535
11931,In Her Shoes,Comedy,en,2005-10-07,0,83073883,6.2,1082
13499,"Yours, Mine & Ours",Comedy,en,2005-11-23,45000000,72028752,6.154,746
8978,Assault on Precinct 13,Thriller,en,2005-01-19,30000000,35294470,6.148,930
9641,Cheaper by the Dozen 2,Comedy,en,2005-12-21,60000000,129181830,6.131,1809
6963,The Weather Man,Comedy,en,2005-10-20,20000000,12482775,6.1,837
10065,The Amityville Horror,Horror,en,2005-04-14,19000000,108047131,6.108,1936
1656,The Legend of Zorro,Action,en,2005-10-24,75000000,142400065,6.104,2581
15648,The Perfect Man,Comedy,en,2005-06-17,0,0,6.072,718
15657,Tarzan II,Adventure,en,2005-06-13,0,0,6.1,998
10022,The Pacifier,Comedy,en,2005-03-04,56000000,198636868,6.052,2743
9910,Two for the Money,Comedy,en,2005-10-07,35000000,30526509,6.047,537
11638,Guess Who,Comedy,en,2005-03-25,35000000,103121466,5.958,803
9923,Domino,Action,en,2005-10-14,50000000,22944502,5.952,1082
2313,Prime,Comedy,en,2005-09-21,22000000,67900000,5.922,727
1690,Hostel,Horror,en,2005-09-17,4800000,81979826,5.922,3172
10066,House of Wax,Horror,en,2005-04-30,40000000,68766121,5.9,2636
6439,Racing Stripes,Comedy,en,2005-01-06,30000000,90754475,5.892,530
9982,Chicken Little,Animation,en,2005-11-04,150000000,314432665,5.9,3493
11968,Into the Blue,Action,en,2005-09-30,50000000,46117696,5.883,1318
7364,Sahara,Action,en,2005-04-06,130000000,119269486,5.861,1271
9981,Kicking & Screaming,Family,en,2005-05-13,45000000,56070433,5.793,558
4442,The Brothers Grimm,Adventure,en,2005-08-26,88000000,105316267,5.787,2457
9738,Fantastic Four,Action,en,2005-06-29,100000000,333535934,5.773,8513
10040,Miss Congeniality 2: Armed and Fabulous,Action,en,2005-03-11,0,101393569,5.74,1637
10320,The Ring Two,Drama,en,2005-03-17,50000000,161451538,5.732,2029
11451,Herbie Fully Loaded,Comedy,en,2005-06-22,50000000,144146816,5.7,2057
2800,Rumor Has It...,Comedy,en,2005-12-22,70000000,88933562,5.6,1016
9009,Dark Water,Horror,en,2005-07-08,30000000,68357079,5.617,881
11637,Are We There Yet?,Family,en,2005-01-20,32000000,97918663,5.602,850
8202,Æon Flux,Science Fiction,en,2005-11-30,62000000,53321673,5.59,1951
11804,White Noise,Drama,en,2005-01-07,10000000,91196419,5.554,714
17350,The Brice Man,Comedy,fr,2005-01-01,4289601,33026616,5.536,1116
6519,The Dukes of Hazzard,Comedy,en,2005-08-05,50000000,110803676,5.494,1000
14175,Valiant,Family,en,2005-03-25,35000000,61746888,5.467,783
10012,Cursed,Horror,en,2005-02-25,35000000,19294901,5.452,611
8274,American Pie Presents: Band Camp,Comedy,en,2005-10-30,10000000,0,5.45,1867
4551,Be Cool,Comedy,en,2005-03-04,53000000,95226116,5.4,771
10048,Stealth,Science Fiction,en,2005-07-27,135000000,76932943,5.346,886
9042,The Cave,Action,en,2005-08-26,30000000,33296457,5.325,791
11453,Deuce Bigalow: European Gigolo,Comedy,en,2005-08-12,22000000,22400154,5.231,785
14199,The Adventures of Sharkboy and Lavagirl,Adventure,en,2005-06-10,50000000,71992655,5.134,1300
8814,Doom,Action,en,2005-10-20,60000000,58072119,5.1,1952
9722,Bewitched,Comedy,en,2005-06-21,85000000,131426169,5.022,1386
9947,Elektra,Action,en,2005-01-13,43000000,56681566,5.02,2136
11679,xXx: State of the Union,Action,en,2005-04-27,60000000,71073932,5.002,1624
8968,Boogeyman,Thriller,en,2005-02-04,20000000,67192859,4.9,658
13461,Melissa P.,Drama,it,2005-11-18,0,5151936,4.575,525
791,The Fog,Horror,en,2005-10-14,18000000,46201432,4.499,621
10214,Son of the Mask,Fantasy,en,2005-02-18,84000000,0,4.13,1589
12142,Alone in the Dark,Action,en,2005-01-28,20000000,12693645,3.25,519
1124,The Prestige,Drama,en,2006-10-19,40000000,109676311,8.202,14062
1422,The Departed,Drama,en,2006-10-04,90000000,291465000,8.164,13303
582,The Lives of Others,Drama,de,2006-03-15,2000000,70000000,8.039,3180
1402,The Pursuit of Happyness,Drama,en,2006-12-14,55000000,307077295,7.903,8873
752,V for Vendetta,Action,en,2006-02-23,54000000,132511035,7.899,13135
4977,Paprika,Animation,ja,2006-10-01,0,946590,7.791,1885
14069,The Girl Who Leapt Through Time,Fantasy,ja,2006-07-15,0,3800000,7.779,1758
1417,Pan's Labyrinth,Fantasy,es,2006-10-10,19000000,83258226,7.753,9576
13002,Barbie in The 12 Dancing Princesses,Animation,en,2006-09-19,0,0,7.729,951
19026,Azur & Asmar: The Princes' Quest,Animation,fr,2006-05-21,0,0,7.707,506
773,Little Miss Sunshine,Comedy,en,2006-07-26,8000000,100523181,7.672,6247
9693,Children of Men,Drama,en,2006-09-22,76000000,70595464,7.604,6257
14784,The Fall,Adventure,en,2006-09-09,30000000,3669465,7.593,1098
1579,Apocalypto,Action,en,2006-12-07,40000000,120654337,7.55,4820
36557,Casino Royale,Adventure,en,2006-11-14,150000000,599045960,7.531,9645
1372,Blood Diamond,Drama,en,2006-12-07,100000000,171720398,7.527,6766
11798,This Is England,Drama,en,2006-09-12,2380000,8176544,7.506,1078
7549,Fearless,Drama,zh,2006-01-26,0,68072848,7.491,1098
9075,Black Book,Drama,nl,2006-09-14,21000000,26768563,7.483,986
219,Volver,Comedy,es,2006-03-17,12899867,85582407,7.48,1479
186,Lucky Number Slevin,Drama,en,2006-02-24,27000000,56308881,7.5,3608
1251,Letters from Iwo Jima,Action,en,2006-12-19,19000000,68673228,7.46,1769
13060,Lifted,Family,en,2006-12-28,0,0,7.443,665
1523,The Last King of Scotland,Drama,en,2006-01-12,6000000,48618191,7.435,1821
9918,Glory Road,Drama,en,2006-01-13,0,42647449,7.428,635
19100,Those Happy Days,Comedy,fr,2006-06-28,7508646,10890811,7.42,859
388,Inside Man,Crime,en,2006-03-17,45000000,186003591,7.398,5092
350,The Devil Wears Prada,Comedy,en,2006-06-29,35000000,326551094,7.4,10737
1116,The Wind That Shakes the Barley,Drama,en,2006-03-23,6500000,22889018,7.38,638
1427,Perfume: The Story of a Murderer,Crime,en,2006-09-13,60000000,135039924,7.344,4010
58,Pirates of the Caribbean: Dead Man's Chest,Adventure,en,2006-07-06,200000000,1065659812,7.338,14394
15255,Undisputed II: Last Man Standing,Action,en,2006-04-11,0,0,7.327,665
1491,The Illusionist,Fantasy,en,2006-08-18,16500000,87892388,7.289,4369
10795,Tell No One,Drama,fr,2006-11-01,11700000,0,7.262,1221
15152,"OSS 117: Cairo, Nest of Spies",Crime,fr,2006-04-19,0,0,7.259,1509
1262,Stranger Than Fiction,Comedy,en,2006-09-09,30000000,53653224,7.3,1997
14202,The Painted Veil,Romance,en,2006-12-09,19400000,26910847,7.244,1015
1254,"Don't Worry, I'm Fine",Drama,fr,2006-09-06,0,0,7.225,517
1164,Babel,Drama,en,2006-09-08,25000000,135330182,7.176,3293
4441,Candy,Drama,en,2006-05-25,0,2105096,7.157,535
4643,The Guardian,Action,en,2006-09-28,10000000,94973540,7.13,1306
9829,United 93,Drama,en,2006-04-28,15000000,76286096,7.126,1258
1259,Notes on a Scandal,Drama,en,2006-12-25,15000000,49814392,7.107,753
17379,Last Holiday,Adventure,en,2006-01-13,45000000,38399961,7.095,608
1440,Little Children,Drama,en,2006-10-06,26000000,14821658,7.091,832
1581,The Holiday,Comedy,en,2006-12-08,85000000,194168700,7.072,4428
1730,Inland Empire,Fantasy,en,2006-09-06,15000000,4045770,7.064,922
300,The Science of Sleep,Comedy,fr,2006-02-11,6000000,9524340,7.1,652
9766,Gridiron Gang,Crime,en,2006-09-15,30000000,41480851,6.999,847
12225,Cashback,Drama,en,2006-05-09,0,2294291,6.998,1054
9036,Eight Below,Adventure,en,2006-02-17,40000000,120455994,6.987,1530
7304,Running Scared,Action,en,2006-01-06,17000000,9500000,6.982,899
2044,The Lake House,Drama,en,2006-06-16,40000000,114830111,6.977,2408
1781,An Inconvenient Truth,Documentary,en,2006-05-24,1000000,46243000,6.974,764
16007,Death Note,Fantasy,ja,2006-06-17,20000000,29667169,6.971,581
1255,The Host,Horror,ko,2006-07-27,11000000,88489643,6.97,2387
1165,The Queen,Drama,en,2006-09-15,15000000,123384128,6.969,1132
11652,Invincible,Drama,en,2006-08-25,0,57806952,6.957,806
1381,The Fountain,Drama,en,2006-11-22,35000000,15304890,6.94,2413
9952,Rescue Dawn,Adventure,en,2006-09-09,10000000,7177143,6.934,1052
920,Cars,Animation,en,2006-06-08,120000000,461983149,6.9,12482
2295,Clerks II,Comedy,en,2006-07-21,5000000,26888376,6.911,1137
11170,We Are Marshall,Drama,en,2006-12-12,65000000,43545364,6.881,589
9762,Step Up,Music,en,2006-08-11,12000000,114194847,6.878,3412
12763,Take the Lead,Comedy,en,2006-03-17,30000000,65742992,6.873,620
7874,Black Snake Moan,Drama,en,2006-12-31,15000000,10907485,6.869,749
13285,Barbie Fairytopia: Mermaidia,Animation,en,2006-03-14,0,0,6.849,594
1246,Rocky Balboa,Drama,en,2006-12-20,24000000,155929020,6.8,3031
7551,Déjà Vu,Action,en,2006-11-22,75000000,180557550,6.832,4185
3683,Flags of Our Fathers,War,en,2006-10-18,90000000,65900249,6.826,1600
9270,Brick,Drama,en,2006-03-31,475000,3919254,6.815,1063
3509,A Scanner Darkly,Animation,en,2006-07-07,8700000,7659918,6.803,1512
1125,Dreamgirls,Drama,en,2006-12-25,70000000,154937680,6.787,888
9655,She's the Man,Comedy,en,2006-03-17,20000000,33889159,6.779,2658
1494,Curse of the Golden Flower,Action,zh,2006-12-14,45000000,78568977,6.767,631
2266,Paris Je T'aime,Drama,fr,2006-06-21,13000000,4857367,6.766,635
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,en,2006-11-01,18000000,262552893,6.747,4743
7985,Penelope,Fantasy,en,2006-03-01,15000000,21156270,6.741,1272
591,The Da Vinci Code,Thriller,en,2006-05-17,125000000,767820459,6.719,8406
2179,Tenacious D in The Pick of Destiny,Comedy,en,2006-11-22,22000000,13405595,6.713,1365
956,Mission: Impossible III,Adventure,en,2006-04-25,150000000,398479497,6.708,5815
8736,Dikkenek,Comedy,fr,2006-06-21,0,0,6.699,607
9044,Tristan & Isolde,Drama,en,2006-04-07,31000000,28000000,6.689,724
9726,A Good Year,Comedy,en,2006-09-09,35000000,42064105,6.687,1312
34204,Return to Halloweentown,Family,en,2006-10-20,0,0,6.7,554
950,Ice Age: The Meltdown,Animation,en,2006-03-29,80000000,660998756,6.682,8809
1887,Marie Antoinette,Drama,en,2006-05-24,40000000,60917189,6.666,2379
10010,Brother Bear 2,Adventure,en,2006-08-17,0,0,6.659,1314
9297,Monster House,Animation,en,2006-06-30,75000000,140175006,6.655,3481
7859,Half Nelson,Drama,en,2006-08-11,700000,4911725,6.646,749
11211,Bring It On: All or Nothing,Comedy,en,2006-08-08,0,0,6.639,702
7457,Alpha Dog,Crime,en,2006-01-27,0,15309302,6.634,1208
1948,Crank,Action,en,2006-08-31,12000000,42931041,6.625,3248
512,Scoop,Comedy,en,2006-07-27,4000000,31584901,6.592,1450
9900,Grandma's Boy,Comedy,en,2006-01-06,5000000,6538177,6.577,542
10947,High School Musical,Comedy,en,2006-01-20,4200000,0,6.573,4223
1593,Night at the Museum,Action,en,2006-12-20,110000000,574480841,6.57,9229
37933,Tales from Earthsea,Animation,ja,2006-07-29,22000000,68625104,6.561,1144
834,Underworld: Evolution,Fantasy,en,2006-01-12,50000000,111476513,6.561,3596
588,Silent Hill,Horror,en,2006-04-21,50000000,100605135,6.538,3715
9664,Flyboys,Action,en,2006-09-22,60000000,17834865,6.522,699
7518,Over the Hedge,Family,en,2006-05-17,80000000,343397247,6.521,3949
9035,Slither,Horror,en,2006-03-31,15000000,12834936,6.505,1277
13205,Bambi II,Animation,en,2006-01-26,0,0,6.497,860
12094,Jackass Number Two,Action,en,2006-09-22,11000000,72778712,6.496,966
7516,Smokin' Aces,Action,en,2006-12-09,17000000,57103895,6.487,1431
37725,It's a Boy Girl Thing,Comedy,en,2006-07-15,15500000,7385434,6.5,933
33365,The Night Before the Exams,Comedy,it,2006-02-17,2457000,0,6.46,994
9615,The Fast and the Furious: Tokyo Drift,Action,en,2006-06-03,85000000,158468292,6.428,5881
2207,16 Blocks,Action,en,2006-03-01,55000000,65664721,6.425,1718
9792,The Hills Have Eyes,Horror,en,2006-03-10,15000000,69623713,6.411,2575
36668,X-Men: The Last Stand,Adventure,en,2006-05-24,210000000,459359555,6.405,8703
9992,Arthur and the Invisibles,Adventure,en,2006-12-13,86000000,107944236,6.4,2616
214,Saw III,Horror,en,2006-10-27,10000000,164874275,6.382,3824
14191,Aquamarine,Fantasy,en,2006-03-03,12000000,23006849,6.383,1329
6691,Priceless,Drama,fr,2006-12-13,10000000,28041861,6.377,664
9788,Accepted,Comedy,en,2006-08-18,23000000,38505009,6.375,1375
9353,Nacho Libre,Comedy,en,2006-06-16,35000000,99255460,6.3,1351
9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy,en,2006-08-04,72500000,162966177,6.336,1425
1247,The Good Shepherd,Drama,en,2006-12-11,85000000,100266865,6.331,990
7512,Idiocracy,Comedy,en,2006-09-01,30000000,495303,6.3,2380
9339,Click,Comedy,en,2006-06-23,82500000,240685326,6.261,6290
11619,Flushed Away,Adventure,en,2006-10-22,149000000,178120010,6.241,3335
9986,Charlotte's Web,Comedy,en,2006-12-07,85000000,144000000,6.21,1235
9836,Happy Feet,Animation,en,2006-11-16,100000000,384335608,6.159,4573
9293,John Tucker Must Die,Comedy,en,2006-07-27,18000000,68844775,6.155,1238
10093,The Return,Horror,en,2006-11-10,15000000,11992014,6.153,581
7484,Open Season,Animation,en,2006-09-27,85000000,197309027,6.135,2399
1852,World Trade Center,Drama,en,2006-08-09,65000000,163247198,6.136,1469
9642,Asterix and the Vikings,Family,fr,2006-04-05,0,22501596,6.127,608
10025,Just My Luck,Comedy,en,2006-05-12,28000000,38159905,6.114,1708
10781,The Texas Chainsaw Massacre: The Beginning,Horror,en,2006-10-05,16000000,107363905,6.11,1531
9286,Final Destination 3,Horror,en,2006-02-09,25000000,118890272,6.07,3348
9948,The Fox and the Hound 2,Adventure,en,2006-11-09,24000000,0,6.054,586
1969,Bandidas,Action,en,2006-01-18,35000000,18381890,6.0,986
82,Miami Vice,Action,en,2006-07-27,135000000,163794509,5.986,1517
5820,The Sentinel,Action,en,2006-04-19,60000000,78810595,6.0,662
8975,The Marine,Action,en,2006-10-13,20000000,22165608,6.0,625
13668,Catch and Release,Comedy,en,2006-10-20,25000000,16162580,5.9,505
9530,RV,Family,en,2006-04-28,50000000,87528173,5.881,1491
9072,Little Man,Comedy,en,2006-08-31,64000000,101595121,5.881,1475
10069,Stay Alive,Horror,en,2006-03-24,9000000,27105095,5.854,633
9767,The Break-Up,Romance,en,2006-06-01,52000000,205668210,5.842,2406
503,Poseidon,Adventure,en,2006-05-10,160000000,181674817,5.84,1879
9957,The Benchwarmers,Comedy,en,2006-04-07,0,0,5.8,750
9907,Barnyard,Animation,en,2006-08-04,51000000,116476887,5.837,930
12096,The Pink Panther,Comedy,en,2006-02-10,65000000,158851357,5.829,1715
11908,Hatchet,Comedy,en,2006-04-27,1500000,208550,5.811,551
9754,Firewall,Action,en,2006-02-08,45000000,82800000,5.806,814
6877,Failure to Launch,Comedy,en,2006-03-10,50000000,128406887,5.765,1470
11565,Big Momma's House 2,Comedy,en,2006-01-26,40000000,138259062,5.754,1407
10053,When a Stranger Calls,Horror,en,2006-02-03,15000000,67062123,5.746,928
1452,Superman Returns,Science Fiction,en,2006-06-28,270000000,391081192,5.722,3704
9906,The Ant Bully,Fantasy,en,2006-07-28,50000000,55181129,5.702,1216
9676,The Black Dahlia,Drama,en,2006-09-15,50000000,49111202,5.634,948
1819,"You, Me and Dupree",Comedy,en,2006-07-13,54000000,130628903,5.583,1200
9697,Lady in the Water,Drama,en,2006-07-20,70000000,72785169,5.565,1200
13043,Camping,Comedy,fr,2006-04-26,0,0,5.554,792
806,The Omen,Horror,en,2006-06-06,25000000,119188334,5.6,912
9794,Employee of the Month,Comedy,en,2006-10-06,12000000,38368909,5.537,531
9904,The Wild,Family,en,2006-03-06,80000000,102338515,5.539,918
9513,Garfield: A Tail of Two Kitties,Animation,en,2006-06-15,60000000,141702264,5.535,1890
9954,The Covenant,Fantasy,en,2006-09-08,20000000,37597471,5.517,888
9022,All the Boys Love Mandy Lane,Horror,en,2006-09-09,750000,0,5.5,567
9969,Deck the Halls,Comedy,en,2006-11-22,51000000,47231070,5.504,550
9592,Open Water 2: Adrift,Drama,en,2006-07-10,1200000,0,5.5,610
1975,The Grudge 2,Horror,en,2006-10-12,20000000,39143839,5.492,890
4257,Scary Movie 4,Comedy,en,2006-04-12,45000000,178262620,5.489,2858
8275,American Pie Presents: The Naked Mile,Comedy,en,2006-12-07,15000000,27500000,5.487,1817
13767,The Santa Clause 3: The Escape Clause,Comedy,en,2006-11-02,12000000,84500122,5.485,918
9796,Turistas,Horror,en,2006-12-01,10000000,0,5.455,720
10007,See No Evil,Horror,en,2006-05-19,8000000,18707966,5.436,550
326,Snakes on a Plane,Action,en,2006-08-17,33000000,62022014,5.391,1522
14113,Zoom,Family,en,2006-08-11,75600000,12506188,5.4,542
9978,Stormbreaker,Adventure,en,2006-07-21,40000000,23937870,5.221,583
9053,DOA: Dead or Alive,Adventure,en,2006-09-07,21000000,7563172,5.2,693
9920,Ultraviolet,Science Fiction,en,2006-03-03,30000000,31070211,5.17,1383
8998,Friends with Money,Comedy,en,2006-04-07,6500000,13368437,5.117,515
3093,Basic Instinct 2,Crime,en,2006-03-29,70000000,38629478,5.1,655
4474,My Super Ex-Girlfriend,Comedy,en,2006-07-20,0,61108981,5.076,1278
2486,Eragon,Fantasy,en,2006-12-14,100000000,249288105,5.065,2959
14620,The Butterfly Effect 2,Drama,en,2006-08-17,6000000,0,4.926,788
10067,The Shaggy Dog,Comedy,en,2006-03-09,50000000,87134280,4.892,506
9708,The Wicker Man,Horror,en,2006-08-31,40000000,38805380,4.296,1144
10073,Date Movie,Comedy,en,2006-02-17,20000000,48548426,4.214,856
21435,French Fried Vacation 3: Friends Forever,Comedy,fr,2006-02-01,35,84,4.066,663
7345,There Will Be Blood,Drama,en,2007-12-26,25000000,77208711,8.096,5650
7347,Elite Squad,Drama,pt,2007-10-12,4000000,14759148,8.063,2010
7508,Like Stars on Earth,Drama,hi,2007-12-21,2600000,28430000,7.988,963
6977,No Country for Old Men,Crime,en,2007-06-13,25000000,171627166,7.934,10558
1646,Freedom Writers,Crime,en,2007-01-05,21000000,43095175,7.922,1941
2011,Persepolis,Animation,fr,2007-06-27,7300000,0,7.918,1689
5915,Into the Wild,Adventure,en,2007-09-11,15000000,56255142,7.815,8780
2062,Ratatouille,Animation,en,2007-06-28,150000000,623726000,7.797,15123
675,Harry Potter and the Order of the Phoenix,Adventure,en,2007-06-28,150000000,938212738,7.687,17608
4347,Atonement,Drama,en,2007-09-07,30000000,131016624,7.659,3676
15137,Evangelion: 1.0 You Are (Not) Alone,Animation,ja,2007-09-01,0,20000000,7.6,777
13363,The Man from Earth,Science Fiction,en,2007-06-10,200000,0,7.628,2027
4982,American Gangster,Drama,en,2007-11-02,100000000,266465037,7.578,4743
5708,Control,Drama,en,2007-10-05,5000000,8159508,7.562,728
2013,The Diving Bell and the Butterfly,Drama,fr,2007-05-23,14000020,19777647,7.557,1022
4638,Hot Fuzz,Crime,en,2007-02-14,12000000,80573774,7.547,6673
2009,"4 Months, 3 Weeks and 2 Days",Drama,ro,2007-08-24,852510,1185783,7.54,617
1949,Zodiac,Crime,en,2007-03-02,65000000,84785914,7.517,9170
1407,La Vie en Rose,Music,fr,2007-02-14,25000000,86274793,7.465,1426
2503,The Bourne Ultimatum,Action,en,2007-08-03,70000000,442824138,7.415,6876
5723,Once,Drama,en,2007-03-23,160000,20710513,7.394,1150
7249,Futurama: Bender's Big Score,Animation,en,2007-11-27,0,0,7.392,563
5123,August Rush,Family,en,2007-11-21,25000000,66122026,7.388,2461
2359,Sicko,Documentary,en,2007-05-18,9000000,24538513,7.37,626
2252,Eastern Promises,Thriller,en,2007-09-14,51500000,56106607,7.37,2849
7862,The Counterfeiters,Drama,de,2007-03-22,0,0,7.34,525
38142,5 Centimeters per Second,Animation,ja,2007-03-03,5000000,0,7.326,1669
2977,Becoming Jane,Romance,en,2007-03-02,16500000,37311672,7.325,1053
13008,An American Crime,Crime,en,2007-07-27,2000000,0,7.318,571
7979,The Kite Runner,Drama,en,2007-12-14,20000000,73276047,7.306,1035
4771,Gone Baby Gone,Crime,en,2007-06-06,19000000,34619699,7.304,3267
1265,Bridge to Terabithia,Adventure,en,2007-02-15,60000000,137587063,7.287,4214
6145,Fracture,Thriller,en,2007-04-19,10000000,91354215,7.28,3473
2270,Stardust,Adventure,en,2007-08-09,70000000,137515140,7.245,3610
285,Pirates of the Caribbean: At World's End,Adventure,en,2007-05-19,300000000,961000000,7.237,12916
6537,The Orphanage,Horror,es,2007-05-20,3400000,78638987,7.227,2574
8363,Superbad,Comedy,en,2007-03-20,20000000,170812526,7.214,6318
13283,Barbie as the Island Princess,Animation,en,2007-09-17,0,0,7.207,629
14047,The Great Debaters,Drama,en,2007-12-27,15000000,30226144,7.205,508
13885,Sweeney Todd: The Demon Barber of Fleet Street,Drama,en,2007-12-20,50000000,152000000,7.201,5309
6479,I Am Legend,Drama,en,2007-12-12,150000000,585410052,7.197,14242
5176,3:10 to Yuma,Western,en,2007-09-06,55000000,70016220,7.198,3115
6023,P.S. I Love You,Drama,en,2007-11-15,30000000,156835339,7.186,3043
4588,"Lust, Caution",Action,zh,2007-09-27,15000000,67091915,7.178,561
20982,Naruto Shippuden the Movie,Animation,ja,2007-08-04,0,10000000,7.175,651
8329,[REC],Horror,es,2007-11-23,1500000,32511655,7.173,3796
7350,The Bucket List,Drama,en,2007-12-15,45000000,175372502,7.173,3350
2355,Reign Over Me,Drama,en,2007-03-22,20000000,22222308,7.172,925
1271,300,Action,en,2007-03-07,65000000,456082343,7.169,12458
4538,The Darjeeling Limited,Adventure,en,2007-09-07,16000000,24377151,7.166,3084
6615,Lars and the Real Girl,Comedy,en,2007-10-12,12000000,11293663,7.154,1548
4688,Across the Universe,Drama,en,2007-09-14,45000000,29625761,7.143,1191
7972,Before the Devil Knows You're Dead,Crime,en,2007-09-26,18000000,25005257,7.102,1264
7485,Shooter,Action,en,2007-03-22,61000000,95696996,7.078,4195
4512,The Assassination of Jesse James by the Coward Robert Ford,Action,en,2007-09-07,30000000,14711793,7.063,2182
7326,Juno,Comedy,en,2007-12-05,7500000,232372681,7.043,6490
14139,Timecrimes,Science Fiction,es,2007-10-05,2600000,553198,6.994,1079
35,The Simpsons Movie,Animation,en,2007-07-25,75000000,527068851,6.994,7196
23202,Trick 'r Treat,Horror,en,2007-10-26,12000000,0,6.983,1601
6418,Hotel Chevalier,Drama,en,2007-10-26,0,0,6.968,724
1272,Sunshine,Science Fiction,en,2007-04-05,50000000,34806812,6.956,3248
3432,Mr. Brooks,Crime,en,2007-06-01,20000000,48443734,6.893,1496
5876,The Mist,Horror,en,2007-11-21,18000000,57470220,6.888,4406
2196,Death at a Funeral,Comedy,en,2007-08-17,9000000,46789413,6.879,1490
1267,Meet the Robinsons,Animation,en,2007-03-23,150000000,169332978,6.879,2450
1991,Death Proof,Action,en,2007-05-22,25000000,31126421,6.821,4487
4523,Enchanted,Comedy,en,2007-11-20,85000000,340487652,6.803,4941
4566,Michael Clayton,Drama,en,2007-10-12,25000000,92991835,6.766,1464
6973,In the Valley of Elah,History,en,2007-08-31,23000000,29541790,6.764,861
1858,Transformers,Adventure,en,2007-06-27,150000000,709709780,6.761,10028
13640,Superman: Doomsday,Action,en,2007-09-18,3500000,0,6.755,538
48175,7 and 8,Comedy,it,2007-03-16,0,0,6.754,614
13312,Inside,Horror,fr,2007-06-13,3000000,0,6.735,680
12246,Mongol: The Rise of Genghis Khan,History,ru,2007-09-20,18000000,26527510,6.718,531
4517,Elizabeth: The Golden Age,Drama,en,2007-09-09,55000000,74237563,6.716,1097
11835,Death Sentence,Action,en,2007-08-31,20000000,16974459,6.712,950
298,Ocean's Thirteen,Crime,en,2007-06-06,85000000,311312624,6.712,5657
2001,We Own the Night,Drama,en,2007-10-12,21000000,55033767,6.689,1175
8271,Disturbia,Thriller,en,2007-04-12,20000000,117760134,6.677,3135
15356,The Girl Next Door,Thriller,en,2007-07-19,0,0,6.7,597
8669,Charlie Bartlett,Comedy,en,2007-05-01,12000000,5254986,6.668,551
3021,1408,Horror,en,2007-06-22,25000000,132963417,6.666,3799
4349,The Kingdom,Thriller,en,2007-08-22,70000000,86658558,6.662,1397
2976,Hairspray,Comedy,en,2007-07-19,50000000,90450008,6.662,2298
8270,The Lookout,Crime,en,2007-03-09,16000000,5367030,6.7,533
8827,99 francs,Drama,fr,2007-09-26,13442285,12500000,6.645,651
1992,Planet Terror,Horror,en,2007-04-06,0,0,6.639,3046
1571,Live Free or Die Hard,Action,en,2007-06-20,110000000,383531464,6.597,5186
1562,28 Weeks Later,Horror,en,2007-04-26,15000000,65048678,6.583,3711
3902,I'm Not There,Drama,en,2007-10-01,20000000,4001121,6.6,598
6575,Walk Hard: The Dewey Cox Story,Comedy,en,2007-12-21,35000000,18317151,6.558,578
6538,Charlie Wilson's War,Comedy,en,2007-12-19,75000000,119483446,6.554,1265
3638,No Reservations,Comedy,en,2007-06-15,28000000,92601050,6.546,1098
7211,Dan in Real Life,Comedy,en,2007-10-26,25000000,68474305,6.542,1036
16119,Cinderella III: A Twist in Time,Animation,en,2007-02-06,0,0,6.532,1108
13649,High School Musical 2,Comedy,en,2007-08-17,0,7000000,6.533,3448
13161,Big Stan,Comedy,en,2007-06-06,0,0,6.521,753
4413,The Brave One,Crime,en,2007-09-12,70000000,69766619,6.5,822
10760,Sydney White,Comedy,en,2007-09-21,16500000,13620075,6.488,948
5125,Rendition,Drama,en,2007-09-07,27500000,24748670,6.471,580
13483,Awake,Thriller,en,2007-11-28,86000000,14373825,6.47,1197
54318,The Water Horse,Family,en,2007-12-25,40000000,103071443,6.454,921
13680,The Game Plan,Comedy,en,2007-09-28,22000000,147880543,6.457,1785
13022,Rogue,Action,en,2007-11-08,20000000,4609644,6.4,559
4141,Shoot 'Em Up,Action,en,2007-07-26,39000000,26820641,6.445,1629
5174,Rush Hour 3,Action,en,2007-08-08,140000000,258022233,6.422,2756
14001,Dead Silence,Horror,en,2007-03-16,20000000,22217407,6.4,1984
3594,The Number 23,Thriller,en,2007-02-23,30000000,77566815,6.414,2877
11172,Music and Lyrics,Comedy,en,2007-02-09,40000000,145896422,6.402,1491
1989,My Blueberry Nights,Drama,en,2007-11-28,10000000,21786738,6.393,638
4513,30 Days of Night,Horror,en,2007-10-17,30000000,75505973,6.389,2399
559,Spider-Man 3,Fantasy,en,2007-05-01,258000000,890871626,6.384,12596
10074,Hot Rod,Comedy,en,2007-08-03,0,14353654,6.381,836
12435,The Nanny Diaries,Comedy,en,2007-08-24,20000000,47817020,6.363,997
9408,Surf's Up,Animation,en,2007-06-08,85000000,149044513,6.357,2161
1268,Mr. Bean's Holiday,Family,en,2007-03-22,25000000,232225908,6.341,2515
13394,Shrek the Halls,Adventure,en,2007-11-28,60000000,0,6.316,715
6637,National Treasure: Book of Secrets,Action,en,2007-12-13,130000000,459242249,6.312,4601
810,Shrek the Third,Fantasy,en,2007-05-17,160000000,813367380,6.282,8013
