id,name,gender,popularity
14784,Tarsem Singh,2,4.103
1579,Mel Gibson,2,35.641
36557,Martin Campbell,2,2.333
1372,Edward Zwick,2,5.998
11798,Shane Meadows,2,3.197
7549,Ronny Yu,2,4.48
9075,Paul Verhoeven,2,5.835
219,Pedro Almodóvar,2,4.119
186,Paul McGuigan,2,2.637
1251,Clint Eastwood,2,35.481
13060,Gary Rydstrom,2,3.705
1523,Kevin Macdonald,2,1.769
9918,James Gartner,2,0.6
19100,Olivier Nakache,2,2.471
388,Spike Lee,2,7.626
350,David Frankel,2,3.513
1116,Ken Loach,2,3.338
1427,Tom Tykwer,2,3.694
58,Gore Verbinski,2,3.037
15255,Isaac Florentine,2,3.15
1491,Neil Burger,2,5.437
10795,Guillaume Canet,2,14.74
15152,Michel Hazanavicius,2,2.244
1262,Marc Forster,2,6.667
14202,John Curran,2,1.012
1254,Philippe Lioret,2,1.96
1164,Alejandro González Iñárritu,2,4.735
4441,Neil Armfield,2,2.313
4643,Andrew Davis,2,2.525
9829,Paul Greengrass,2,6.258
1259,Richard Eyre,2,1.4
17379,Wayne Wang,2,2.645
1440,Todd Field,2,9.673
1581,Nancy Meyers,1,2.604
1730,David Lynch,2,14.107
300,Michel Gondry,2,4.751
9766,Phil Joanou,2,2.671
12225,Sean Ellis,2,1.317
9036,Frank Marshall,2,3.993
7304,Wayne Kramer,2,0.85
2044,Alejandro Agresti,2,1.101
1781,Davis Guggenheim,2,1.847
16007,Shusuke Kaneko,2,2.278
1255,Bong Joon-ho,2,9.19
1165,Stephen Frears,2,6.529
11652,Ericson Core,2,1.986
1381,Darren Aronofsky,2,8.469
9952,Werner Herzog,2,6.979
920,John Lasseter,2,8.586
2295,Kevin Smith,2,9.834
11170,McG,2,4.175
9762,Anne Fletcher,1,5.829
12763,Liz Friedlander,1,1.283
7874,Craig Brewer,2,2.975
13285,William Lau,2,2.908
1246,Sylvester Stallone,2,40.128
7551,Tony Scott,2,13.666
3683,Clint Eastwood,2,35.481
9270,Rian Johnson,2,8.583
3509,Richard Linklater,2,5.608
1125,Bill Condon,2,6.117
9655,Andy Fickman,2,2.17
1494,Zhang Yimou,2,3.187
2266,Daniela Thomas,1,2.181
496,Larry Charles,2,3.629
7985,Mark Palansky,2,0.833
591,Ron Howard,2,19.622
2179,Liam Lynch,2,0.6
956,J.J. Abrams,2,12.09
8736,Olivier Van Hoofstadt,2,0.84
9044,Kevin Reynolds,2,4.369
9726,Ridley Scott,2,11.461
34204,David Jackson,2,2.873
950,Carlos Saldanha,2,2.836
1887,Sofia Coppola,1,3.772
10010,Ben Gluck,2,1.135
9297,Gil Kenan,2,0.943
7859,Ryan Fleck,2,1.603
11211,Steve Rash,2,1.58
7457,Nick Cassavetes,2,11.797
1948,Mark Neveldine,2,2.372
512,Woody Allen,2,14.092
9900,Nicholaus Goossen,2,1.103
10947,Kenny Ortega,2,7.441
1593,Shawn Levy,2,13.578
37933,Goro Miyazaki,2,5.944
834,Len Wiseman,2,5.726
588,Christophe Gans,2,4.094
9664,Tony Bill,2,3.902
7518,Tim Johnson,2,1.824
9035,James Gunn,2,20.439
13205,Brian Pimental,2,1.4
12094,Jeff Tremaine,2,4.354
7516,Joe Carnahan,2,4.648
37725,Nick Hurran,2,0.995
33365,Fausto Brizzi,2,1.96
9615,Justin Lin,2,4.717
2207,Richard Donner,2,6.624
9792,Alexandre Aja,2,2.794
36668,Brett Ratner,2,3.47
9992,Luc Besson,2,14.273
214,Darren Lynn Bousman,2,5.776
14191,Elizabeth Allen Rosenbaum,1,2.383
6691,Pierre Salvadori,2,0.83
9788,Steve Pink,2,1.009
9353,Jared Hess,2,3.693
9718,Adam McKay,2,6.794
1247,Robert De Niro,2,68.838
7512,Mike Judge,2,13.66
9339,Frank Coraci,2,2.457
11619,Sam Fell,2,2.806
9986,Gary Winick,2,0.631
9836,George Miller,2,8.631
9293,Betty Thomas,1,4.239
10093,Asif Kapadia,2,0.608
7484,Roger Allers,2,5.38
1852,Oliver Stone,2,10.275
9642,Jesper Møller,0,0.694
10025,Donald Petrie,2,2.834
10781,Jonathan Liebesman,2,2.824
9286,James Wong,2,2.438
9948,Jim Kammerud,2,0.888
1969,Espen Sandberg,2,2.613
82,Michael Mann,2,9.692
5820,Clark Johnson,2,1.904
8975,John Bonito,2,1.128
13668,Susannah Grant,1,2.995
9530,Barry Sonnenfeld,2,8.202
9072,Keenen Ivory Wayans,2,8.631
10069,William Brent Bell,2,2.524
9767,Peyton Reed,2,5.248
503,Wolfgang Petersen,2,7.112
9957,Dennis Dugan,2,3.202
9907,Steve Oedekerk,2,8.252
12096,Shawn Levy,2,13.578
11908,Adam Green,2,1.847
9754,Richard Loncraine,2,1.348
6877,Tom Dey,2,0.841
11565,John Whitesell,2,1.62
10053,Simon West,2,5.578
1452,Bryan Singer,2,5.375
9906,John A. Davis,2,2.172
9676,Brian De Palma,2,9.63
1819,Joe Russo,2,8.255
9697,M. Night Shyamalan,2,8.631
13043,Fabien Onteniente,2,0.758
806,John Moore,2,1.312
9794,Greg Coolidge,2,2.044
9904,Steve 'Spaz' Williams,2,1.31
9513,Tim Hill,2,3.493
9954,Renny Harlin,2,6.102
9022,Jonathan Levine,2,2.513
9969,John Whitesell,2,1.62
9592,Hans Horn,2,1.429
1975,Takashi Shimizu,2,2.85
4257,David Zucker,2,3.24
8275,Joe Nussbaum,2,2.546
13767,Michael Lembeck,2,2.868
9796,John Stockwell,2,9.765
10007,Gregory Dark,2,2.273
326,David R. Ellis,2,1.887
14113,Peter Hewitt,2,3.672
9978,Geoffrey Sax,2,1.396
9053,Corey Yuen,2,6.822
9920,Kurt Wimmer,2,2.656
8998,Nicole Holofcener,1,3.792
3093,Michael Caton-Jones,2,5.573
4474,Ivan Reitman,2,7.016
2486,Stefen Fangmeier,2,1.89
14620,John R. Leonetti,2,4.078
10067,Brian Robbins,2,4.136
9708,Neil LaBute,2,4.078
10073,Aaron Seltzer,2,2.036
21435,Patrice Leconte,2,5.707
7345,Paul Thomas Anderson,2,8.778
7347,José Padilha,2,1.942
7508,Aamir Khan,2,9.376
6977,Ethan Coen,2,3.712
1646,Richard LaGravenese,2,3.903
2011,Marjane Satrapi,1,2.417
5915,Sean Penn,2,16.907
2062,Brad Bird,2,11.016
675,David Yates,2,8.877
4347,Joe Wright,2,4.201
15137,Hideaki Anno,2,10.108
13363,Richard Schenkman,2,2.974
4982,Ridley Scott,2,11.461
5708,Anton Corbijn,2,1.499
2013,Julian Schnabel,2,2.7
4638,Edgar Wright,2,10.244
2009,Cristian Mungiu,2,0.84
1949,David Fincher,2,9.744
1407,Olivier Dahan,2,1.567
2503,Paul Greengrass,2,6.258
5723,John Carney,2,2.002
7249,Dwayne Carey-Hill,2,1.62
5123,Kirsten Sheridan,1,1.825
2359,Michael Moore,2,6.546
2252,David Cronenberg,2,13.633
7862,Stefan Ruzowitzky,2,2.268
38142,Makoto Shinkai,2,33.67
2977,Julian Jarrold,2,1.446
13008,Tommy O'Haver,2,1.094
7979,Marc Forster,2,6.667
4771,Ben Affleck,2,26.564
1265,Gábor Csupó,2,2.03
6145,Gregory Hoblit,2,1.942
2270,Matthew Vaughn,2,7.595
285,Gore Verbinski,2,3.037
6537,J. A. Bayona,2,4.51
8363,Greg Mottola,2,1.484
13283,Greg Richardson,2,2.047
14047,Denzel Washington,2,32.212
13885,Tim Burton,2,11.268
6479,Francis Lawrence,2,8.643
5176,James Mangold,2,16.848
6023,Richard LaGravenese,2,3.903
4588,Ang Lee,2,6.257
20982,Hajime Kamegaki,2,4.044
8329,Paco Plaza,2,2.735
7350,Rob Reiner,2,9.474
2355,Mike Binder,2,1.962
1271,Zack Snyder,2,13.321
4538,Wes Anderson,2,16.373
6615,Craig Gillespie,2,2.839
4688,Julie Taymor,1,1.009
7972,Sidney Lumet,2,3.077
7485,Antoine Fuqua,2,6.43
4512,Andrew Dominik,2,3.589
7326,Jason Reitman,2,6.195
14139,Nacho Vigalondo,2,1.192
35,David Silverman,2,2.16
23202,Michael Dougherty,2,2.172
6418,Wes Anderson,2,16.373
1272,Danny Boyle,2,5.043
3432,Bruce A. Evans,2,1.398
5876,Frank Darabont,2,13.456
2196,Frank Oz,2,8.769
1267,Stephen J. Anderson,2,2.824
1991,Quentin Tarantino,2,14.692
4523,Kevin Lima,2,3.374
4566,Tony Gilroy,2,7.311
6973,Paul Haggis,2,4.364
1858,Michael Bay,2,16.514
13640,Brandon Vietti,2,2.146
48175,Giambattista Avellino,2,1.052
13312,Julien Maury,2,0.75
12246,Sergei Bodrov,2,2.688
4517,Shekhar Kapur,2,3.251
11835,James Wan,2,14.597
298,Steven Soderbergh,2,7.112
2001,James Gray,2,3.088
8271,D. J. Caruso,2,4.71
15356,Gregory Wilson,2,1.676
8669,Jon Poll,2,1.052
3021,Mikael Håfström,2,2.59
4349,Peter Berg,2,8.031
2976,Adam Shankman,2,2.85
8270,Scott Frank,2,2.587
8827,Jan Kounen,2,1.121
1992,Robert Rodriguez,2,9.698
1571,Len Wiseman,2,5.726
1562,Juan Carlos Fresnadillo,2,1.749
3902,Todd Haynes,2,3.17
6575,Jake Kasdan,2,5.219
6538,Mike Nichols,2,2.177
3638,Scott Hicks,2,1.4
7211,Peter Hedges,2,1.176
16119,Frank Nissen,2,3.8
13649,Kenny Ortega,2,7.441
13161,Rob Schneider,2,19.014
4413,Neil Jordan,2,2.833
10760,Joe Nussbaum,2,2.546
5125,Gavin Hood,2,2.08
13483,Joby Harold,2,1.597
54318,Jay Russell,2,0.84
13680,Andy Fickman,2,2.17
13022,Greg McLean,2,2.381
4141,Michael Davis,2,1.85
5174,Brett Ratner,2,3.47
14001,James Wan,2,14.597
3594,Joel Schumacher,2,5.531
11172,Marc Lawrence,2,3.356
1989,Wong Kar-wai,2,9.716
4513,David Slade,2,3.077
559,Sam Raimi,2,17.589
10074,Akiva Schaffer,2,3.867
12435,Robert Pulcini,2,1.522
9408,Chris Buck,2,1.409
1268,Steve Bendelack,2,0.838
13394,Gary Trousdale,2,4.248
6637,Jon Turteltaub,2,8.277
810,Chris Miller,2,6.445
10431,Philip G. Atwell,2,1.442
7737,Russell Mulcahy,2,3.851
9963,Mennan Yapo,0,0.6
4964,Judd Apatow,2,3.947
4787,Woody Allen,2,14.092
1248,Peter Webber,2,1.78
2284,Zach Helm,2,1.22
10294,Nimród Antal,2,3.475
2082,Rob Zombie,2,8.758
13474,Franck Khalfoun,2,1.96
7942,David Schwimmer,2,14.993
663,Darren Lynn Bousman,2,5.776
13492,Xavier Gens,2,2.55
9955,Will Speck,2,3.197
1273,Kevin Munroe,2,1.319
1620,Xavier Gens,2,2.55
13186,Joe Lynch,2,1.195
2268,Gábor Csupó,2,2.03
1738,Lee Tamahori,2,5.189
13252,Renny Harlin,2,6.102
14636,Scott Wiper,2,2.578
4515,Robert Redford,2,17.85
3563,Dennis Dugan,2,3.202
5559,Simon J. Smith,2,5.185
23827,Oren Peli,2,2.42
9815,Jaume Collet-Serra,2,5.794
4858,Oliver Hirschbiegel,2,3.924
1257,Michael Lehmann,2,4.216
11199,Walt Becker,2,1.533
10030,Mark Helfrich,2,2.743
8398,Dave Meyers,2,0.84
2310,Robert Zemeckis,2,8.57
1691,Eli Roth,2,11.351
6477,Tim Hill,2,3.493
60049,Volfango De Biasi,0,0.677
7183,James Foley,2,4.274
5375,David Dobkin,2,2.563
10172,Steve Carr,2,1.4
3489,Jon Avnet,2,2.736
3603,Jonathan King,2,0.847
9966,Oxide Pang Chun,2,1.563
9038,Peter Farrelly,2,5.409
2959,Ken Kwapis,2,1.516
1683,Stephen Hopkins,2,6.19
1534,Marcus Nispel,2,2.395
8277,Andrew Waller,2,0.6
9703,Doug Lefler,2,1.054
9757,Brian Robbins,2,4.136
1979,Tim Story,2,2.746
13025,George A. Romero,2,4.163
2335,Gérard Krawczyk,2,1.619
2698,Tom Shadyac,2,4.518
1250,Mark Steven Johnson,2,1.783
9793,Martin Weisz,2,0.766
54309,Fausto Brizzi,2,1.96
6589,Frederik Du Chau,2,1.289
13121,Mitchell Lichtenstein,2,2.009
440,Greg Strause,2,1.566
2312,Uwe Boll,2,4.222
9760,Aaron Seltzer,2,2.036
155,Christopher Nolan,2,14.387
10681,Andrew Stanton,2,8.978
13223,Clint Eastwood,2,35.481
16804,Yojiro Takita,2,4.161
14574,Mark Herman,2,2.013
13042,Doug Sweetland,2,1.614
13855,Na Hong-jin,2,4.697
14756,Wilson Yip,2,2.785
12429,Hayao Miyazaki,2,12.71
12405,Loveleen Tandan,1,1.62
8885,Ari Folman,2,2.07
8832,Paolo Sorrentino,2,3.863
4960,Charlie Kaufman,2,5.325
1726,Jon Favreau,2,32.622
11321,Gabriele Muccino,2,2.784
14438,Alex Kendrick,2,3.474
3580,Clint Eastwood,2,35.481
4922,David Fincher,2,9.744
13413,Angus MacLane,2,3.946
12163,Darren Aronofsky,2,8.469
13310,Tomas Alfredson,2,0.798
7735,Dennis Gansel,2,4.511
8321,Martin McDonagh,2,6.795
8055,Stephen Daldry,2,4.526
14048,James Marsh,2,2.947
8681,Pierre Morel,2,1.393
13004,Gino Nichele,2,1.026
13635,Jean-François Richet,2,4.053
9539,Pascal Laugier,2,4.04
15362,Jean-François Richet,2,4.053
11499,Ron Howard,2,19.622
18570,Robert Kenner,2,0.6
10360,Steve McQueen,2,4.587
10139,Gus Van Sant,2,5.401
12162,Kathryn Bigelow,1,2.377
13688,Stephen Chow,2,21.735
9502,John Stevenson,2,2.139
14306,David Frankel,2,3.513
14359,John Patrick Shanley,2,0.649
13012,Ric Roman Waugh,2,4.779
15067,Kim Jee-woon,2,4.427
12289,John Woo,2,8.8
13007,Larry Charles,2,3.629
18533,Nicolas Winding Refn,2,2.543
6968,Uli Edel,2,6.003
4148,Sam Mendes,2,8.82
12783,Saul Dibb,2,2.432
11631,Phyllida Lloyd,1,1.241
8841,Laurent Cantet,2,1.775
13809,Guy Ritchie,2,30.444
8390,Adam Brooks,2,2.188
2253,Bryan Singer,2,5.375
8882,Matteo Garrone,2,0.908
10362,James Gray,2,3.088
13179,Bradley Raymond,2,1.025
8881,Steven Soderbergh,2,7.112
15157,Damon Santostefano,2,2.588
13813,Edward Zwick,2,5.998
8848,Roger Donaldson,2,4.474
13510,James Watkins,2,2.239
5038,Woody Allen,2,14.092
13648,Makoto Kamiya,2,0.702
11253,Guillermo del Toro,2,20.075
8456,Jeff Wadlow,2,1.771
13971,Nick Moore,2,2.045
13676,Peggy Holmes,1,2.14
8880,Steven Soderbergh,2,7.112
8328,Jon M. Chu,2,3.149
8065,Robert Luketic,2,3.1
13851,Shoujirou Nishimi,2,0.738
8265,Dany Boon,2,9.866
7191,Matt Reeves,2,11.35
10201,Peyton Reed,2,5.248
12184,Justin Chadwick,2,2.706
7555,Sylvester Stallone,2,40.128
4944,Ethan Coen,2,3.712
1266,David Ayer,2,5.261
21755,Rian Johnson,2,8.583
10189,David Gordon Green,2,4.854
7446,Ben Stiller,2,18.971
12113,Ridley Scott,2,11.461
2454,Andrew Adamson,2,6.57
8204,Mark Waters,2,2.065
1729,Rob Minkoff,2,3.022
13291,Jeffrey Nachmanoff,2,1.951
13090,Christine Jeffs,1,0.6
6972,Baz Luhrmann,2,6.761
4564,Michael Patrick King,2,1.752
12690,Ed Harris,2,33.793
11887,Kenny Ortega,2,7.441
8461,Michael Haneke,2,4.66
12133,Adam McKay,2,6.794
12797,David Koepp,2,2.886
8338,Fernando Meirelles,2,2.913
8909,Timur Bekmambetov,2,4.952
15373,David Wain,2,8.306
12222,Steve Martino,2,1.788
13053,Byron Howard,2,3.494
9870,Nicholas Stoller,2,4.529
10527,Tom McGrath,2,7.13
12085,Callie Khouri,1,1.847
12182,Peter Sollett,2,1.492
12689,Gurinder Chadha,1,3.8
13027,D. J. Caruso,2,4.71
13655,Matthew Diamond,2,2.367
10761,Paul Weiland,2,2.198
6557,Anne Fletcher,1,5.829
16353,Panna Rittikrai,2,3.527
10529,Howard McCain,2,1.4
13150,Gavin O'Connor,2,4.366
6687,Brad Anderson,2,4.879
7461,Pete Travis,2,3.192
8960,Peter Berg,2,8.031
13523,Sean Anders,2,2.01
10764,Marc Forster,2,6.667
8966,Catherine Hardwicke,1,5.381
13600,Gil Kenan,2,0.943
2309,Iain Softley,2,1.401
10358,Kevin Smith,2,9.834
4953,Michel Gondry,2,4.751
14326,George C. Wolfe,2,1.264
13335,Hayden Schlossberg,2,3.546
13515,Alexandre Aja,2,2.794
10483,Paul W. S. Anderson,2,12.095
10188,Sanaa Hamri,1,1.386
7459,Lana Wachowski,1,17.593
10523,Oliver Stone,2,10.275
1724,Louis Leterrier,2,5.46
11665,Peter Segal,2,8.37
8090,Gregory Hoblit,2,1.942
11917,David Hackl,2,1.909
13387,Olivier Megaton,2,2.712
8247,Doug Liman,2,7.993
10185,Ryûhei Kitamura,2,1.541
10202,Adam Shankman,2,2.85
12180,Dave Filoni,2,7.382
13220,Toby Wilkins,2,0.94
10665,Bryan Bertino,2,2.823
13944,Rodrigo García,2,3.213
9029,Tom Vaughan,2,1.62
88751,Eric Brevig,2,2.783
10199,Sam Fell,2,2.806
10186,Peter Cattaneo,2,1.184
14248,Tony Leondis,2,1.791
13092,Robert B. Weide,2,2.607
217,Steven Spielberg,2,31.059
13460,Neil Marshall,2,3.689
8780,Michael McCullers,2,2.109
13279,Neil LaBute,2,4.078
11152,Carter Smith,2,0.6
12245,Álex de la Iglesia,2,2.576
13389,Jon Avnet,2,2.736
13018,Marcel Langenegger,2,0.6
10488,Mark Levin,2,2.585
34494,Federico Moccia,2,2.749
13690,Matthew O'Callaghan,2,3.232
12193,Seth Gordon,2,3.956
9030,Xavier Palud,2,1.932
13056,Lexi Alexander,1,1.075
13812,John Erick Dowdle,2,1.111
8457,Steven Brill,2,2.847
8836,Chris Carter,2,1.976
8676,Andy Tennant,2,3.43
10661,Dennis Dugan,2,3.202
13596,Howard Deutch,2,8.393
12620,Fred Wolf,2,2.337
13260,Kent Alterman,2,0.828
10200,Scott Derrickson,2,5.392
9381,Mathieu Kassovitz,2,10.914
10885,Masayuki Ochiai,2,2.479
6933,Eric Valette,2,1.4
1735,Rob Cohen,2,6.65
7840,Roland Emmerich,2,8.55
13051,John Moore,2,1.312
8645,M. Night Shyamalan,2,8.631
14405,Raja Gosnell,2,7.006
11260,Brian Robbins,2,4.136
11918,Jim Abrahams,2,3.928
2395,Frédéric Forestier,2,1.208
24169,Marcello Cesena,2,1.528
13184,Oxide Pang Chun,2,1.563
8617,Nelson McCormick,2,1.765
8285,Frank Miller,2,3.462
13486,Russell Mulcahy,2,3.851
12177,Marco Schnabel,2,1.22
7278,Aaron Seltzer,2,2.036
13805,Aaron Seltzer,2,2.036
16869,Quentin Tarantino,2,14.692
21634,Russell Mulcahy,2,3.851
28178,Lasse Hallström,2,8.913
25376,Juan José Campanella,2,2.637
18438,Lee Hae-jun,2,3.525
20453,Rajkumar Hirani,2,3.39
23128,Louie Psihoyos,2,1.792
14160,Pete Docter,2,8.824
24238,Adam Elliot,2,1.342
22843,Hideaki Anno,2,10.108
24480,Peter Sohn,2,3.41
31011,Jaco Van Dormael,2,0.796
14836,Henry Selick,2,3.578
22683,Thomas Carter,2,4.021
10315,Wes Anderson,2,16.373
30018,Bong Joon-ho,2,9.19
767,David Yates,2,8.877
22881,John Lee Hancock,2,5.178
21575,Jacques Audiard,2,2.142
17431,Duncan Jones,2,4.995
21191,Cary Joji Fukunaga,2,5.634
19995,James Cameron,2,23.595
28874,Mamoru Hosoda,2,3.08
15472,Niels Arden Oplev,2,3.065
26280,Xavier Dolan,2,4.242
176241,Kevin Hooks,2,2.66
37903,Michael Haneke,2,4.66
33273,Daniel Monzón,2,2.209
13475,J.J. Abrams,2,12.09
26963,Nora Twomey,1,2.39
17654,Neill Blomkamp,2,2.822
34647,Gaspar Noé,2,4.093
22164,Ben Ramsey,2,1.96
10024,Nick Cassavetes,2,11.797
25793,Lee Daniels,2,2.513
22803,F. Gary Gray,2,2.652
13183,Zack Snyder,2,13.321
18785,Todd Phillips,2,10.189
34653,Tom Ford,2,1.155
7445,Jim Sheridan,2,4.446
19913,Marc Webb,2,2.643
19908,Ruben Fleischer,2,5.076
18947,Richard Curtis,2,10.148
21641,Tom Hooper,2,2.789
25846,Giuseppe Tornatore,2,2.597
23566,William Lau,2,2.908
18320,Jean-Marc Vallée,2,1.621
10528,Guy Ritchie,2,30.444
22954,Clint Eastwood,2,35.481
22302,Denis Villeneuve,2,10.415
33511,Sam Taylor-Johnson,1,2.275
10198,John Musker,2,7.678
13576,Kenny Ortega,2,7.441
8088,Pedro Almodóvar,2,4.119
24804,Scott Sanders,2,0.6
15588,Michel Hazanavicius,2,2.244
19833,Armando Iannucci,2,3.152
19265,Woody Allen,2,14.092
38810,Yorgos Lanthimos,2,4.113
18240,Anne Fletcher,1,5.829
22536,Park Chan-wook,2,8.304
7980,Peter Jackson,2,12.976
33613,Daniel Alfredson,2,2.054
22855,Sam Liu,2,4.622
21208,Jaume Collet-Serra,2,5.794
24469,Andrea Arnold,1,3.016
20766,John Hillcoat,2,1.838
24253,Daniel Alfredson,2,2.054
26428,Alejandro Amenábar,2,3.565
11156,Anne Fontaine,1,3.528
24420,Robert Schwentke,2,1.862
14410,"George Tillman, Jr.",2,5.639
24684,Lone Scherfig,1,1.281
26466,Christopher Smith,2,3.287
25196,Scott Cooper,2,5.084
12244,Shane Acker,2,0.6
17979,Robert Zemeckis,2,8.57
22947,Jason Reitman,2,6.195
25941,Daniel Barber,2,1.38
26171,Kirk Jones,2,1.706
25475,Klay Hall,2,1.312
16995,Kevin Macdonald,2,1.769
12573,Ethan Coen,2,3.712
22798,Drew Barrymore,1,31.047
29917,Stuart Hazeldine,2,0.951
8355,Carlos Saldanha,2,2.836
17332,Joe Wright,2,4.201
35554,Gennaro Nunziante,2,1.96
13448,Ron Howard,2,19.622
24803,Nora Ephron,1,4.412
46420,Sean Byrne,2,0.695
11322,Michael Mann,2,9.692
17609,Lars von Trier,2,7.701
13804,Justin Lin,2,4.717
19458,Allison Liddi-Brown,1,2.104
26736,Lev L. Spiro,2,1.553
18126,Peter Chelsom,2,1.971
22794,Christopher Miller,2,11.109
10664,Paco Plaza,2,2.735
20178,Bobcat Goldthwait,2,5.823
21407,Marcus Dunstan,2,2.537
16538,John Hamburg,2,2.078
19898,Christian Alvart,2,1.78
22832,James McTeigue,2,2.975
21861,Lisa Azuelos,1,2.539
22897,Nancy Meyers,1,2.604
24122,Bart Freundlich,2,2.301
10184,Ken Kwapis,2,1.516
20943,Robert Luketic,2,3.1
12437,Patrick Tatopoulos,2,3.777
16523,Spike Jonze,2,9.582
23963,Bruce McDonald,2,2.027
14254,Thomas Guard,2,0.746
18405,Dennis Iliadis,2,1.048
20048,P.J. Hogan,2,1.408
22620,Brian Levant,2,1.686
8952,John Requa,2,2.405
16871,Sam Raimi,2,17.589
16614,Greg Mottola,2,1.484
8054,Terry Gilliam,2,13.415
15357,Patrick Alessandrin,0,1.234
18487,Tony Scott,2,13.666
12403,David Twohy,2,3.291
22824,Olatunde Osunsanmi,2,2.102
16577,David Bowers,2,2.122
19901,Peter Spierig,2,2.905
28355,Christian Alvart,2,1.78
25983,Ti West,2,3.628
16996,Burr Steers,2,1.361
22804,Kevin Greutert,2,1.612
2080,Gavin Hood,2,2.08
10521,Gary Winick,2,0.631
36419,Agnieszka Wojtowicz-Vosloo,1,0.84
4959,Tom Tykwer,2,3.694
15512,Rob Letterman,2,0.632
18781,Peter Cornwell,2,0.608
23082,Matthew Robinson,2,1.606
22327,Miguel Arteta,2,4.362
13532,Kyle Newman,2,0.972
13811,Alex Proyas,2,4.505
8373,Michael Bay,2,16.514
17927,Will Gluck,2,2.557
13455,Paul McGuigan,2,2.637
18360,Shawn Levy,2,13.578
11699,Werner Herzog,2,6.979
11323,Steven Soderbergh,2,7.112
19959,Jonathan Mostow,2,6.933
37861,Nicolas Winding Refn,2,2.543
25769,David Pastor,2,2.298
15189,Thor Freudenthal,2,2.147
15092,Mark Neveldine,2,2.372
534,McG,2,4.175
26691,Gabriel Julien-Laferrière,2,1.176
31203,Laurent Tirard,2,3.007
18239,Chris Weitz,2,4.35
22821,Troy Duffy,2,0.878
14451,Tommy Wirkola,2,5.336
23488,Oliver Parker,2,4.359
32985,M. J. Bassett,1,2.053
10313,Grant Heslov,2,4.183
12556,Mark Waters,2,2.065
19724,Karey Kirkpatrick,2,3.765
19840,Chris Columbus,2,7.109
14979,Mimi Leder,1,2.55
24056,Scott Mann,2,0.883
25643,Brandon Camp,2,1.458
34480,Jon Harris,2,2.429
19994,Karyn Kusama,1,3.846
17134,Renny Harlin,2,6.102
17336,Dito Montiel,2,0.974
16558,Tony Gilroy,2,7.311
20829,Judd Apatow,2,3.947
16866,Jorge Blanco,2,0.694
13836,Andy Fickman,2,2.17
14161,Roland Emmerich,2,8.55
19904,Nelson McCormick,2,1.765
37707,Vincenzo Natali,2,5.541
45650,Joe Dante,2,7.028
24418,Paul Weitz,2,3.711
14869,Stephen Sommers,2,3.787
17335,Steve Shill,2,3.33
13207,Marcus Nispel,2,2.395
26505,Luc Besson,2,14.273
15159,Harald Zwart,2,1.965
18501,Mark Neveldine,2,2.372
4597,Nimród Antal,2,3.475
20856,John Schultz,2,1.27
23398,Betty Thomas,1,4.239
23823,Declan O'Brien,2,1.378
19912,David R. Ellis,2,1.887
18480,Larry Charles,2,3.629
22825,Richard Kelly,2,3.419
10197,Rob Marshall,2,4.773
19899,Peter Billingsley,2,6.363
22787,Dominic Sena,2,2.787
14435,Patrick Lussier,2,6.321
22949,Walt Becker,2,1.533
19918,David Mackenzie,2,1.89
18162,Brad Silberling,2,2.002
19585,Hoyt Yeatman,0,0.6
27205,Christopher Nolan,2,14.387
11324,Martin Scorsese,2,14.656
58496,Asif Kapadia,2,0.608
46738,Denis Villeneuve,2,10.415
26022,Karan Johar,2,0.861
43949,Rob Reiner,2,9.474
52629,Luis Estrada,2,1.45
47931,José Padilha,2,1.942
10191,Dean DeBlois,2,2.824
49797,Kim Jee-woon,2,4.427
10193,Lee Unkrich,2,6.052
40662,Brandon Vietti,2,2.146
12444,David Yates,2,8.877
61979,Fernando González Molina,2,2.633
45269,Tom Hooper,2,2.789
40619,Teddy Newton,2,2.003
44639,Charles Ferguson,2,0.84
51608,Lee Jeong-beom,2,3.206
44214,Darren Aronofsky,2,8.469
51739,Hiromasa Yonebayashi,2,4.21
54186,Tetsuya Nakashima,2,2.068
41411,Roselyne Bosch,1,0.753
38757,Nathan Greno,2,1.97
39452,Banksy,2,0.84
38234,Isaac Florentine,2,3.15
22538,Edgar Wright,2,10.244
37472,Wilson Yip,2,2.785
45317,David O. Russell,2,3.135
39486,Randall Wallace,2,5.509
46838,Eli Craig,2,2.151
37799,David Fincher,2,9.744
40794,Ferzan Özpetek,2,2.45
30061,Sam Liu,2,4.622
44264,Ethan Coen,2,3.712
58857,Takashi Miike,2,3.997
53457,Gilles Paquet-Brenner,2,1.851
41201,Sylvain Chomet,2,2.331
35690,Julie Anne Robinson,1,2.249
45958,Alejandro González Iñárritu,2,4.735
34134,Adam Wood,2,1.025
20352,Chris Renaud,2,3.67
44874,William Lau,2,2.908
23168,Ben Affleck,2,26.564
42297,Steve Antin,2,5.748
45162,Lauren Montgomery,1,2.412
51241,Xavier Dolan,2,4.242
48034,Guillaume Canet,2,14.74
23483,Matthew Vaughn,2,7.595
23169,Allen Coulter,2,1.914
43641,Joaquim Dos Santos,2,3.293
45094,Tony Goldwyn,2,11.538
43539,Paul Haggis,2,4.364
44115,Danny Boyle,2,5.043
43347,Edward Zwick,2,5.998
35558,Michael Grossman,2,1.718
43923,Anna Boden,1,1.879
37495,Chris Morris,2,5.368
